,price,BEDS,ACRES,BATHS,1/2 BATHS,SQFT,$/SQFT,Neighborhood:,Type:,Built:,County:,Area:,Elementary School,Middle School,High School,School District,Architectural Style,Attached Garage YN,Carport Spaces,Carport YN,Construction Status,Covered Spaces,Exterior Features,Frontage Length,Garage YN,Horse Property YN,Lot Features,Lot Size Dimensions,Mobile Length,Mobile Width,Open Parking Spaces,Open Parking YN,Other Equipment,Parking Features,Parking Total,Patio And Porch Features,Pool Private YN,Roof,Spa YN,Topography,Vegetation,View,View YN,Waterfront YN,Above Grade Finished Area,Appliances,Basement,Basement Finished Percentage,Bathrooms One Quarter,Bathrooms Partial,Building Area Total,Cooling,Cooling YN,Fireplace YN,Fireplaces Total,Flooring,Heating,Heating YN,Interior Features,Laundry Features,Main Level Bedrooms,Master Bedroom Level,Rooms Total,Association Fee,Association YN,Capitalization Rate,Current Use,Exclusions,Inclusions,Irrigation Water Rights Acres,Lease Amount,Lease Considered YN,Listing Terms,New Construction YN,Number Of Pads,Number Of Units Leased,Power Production Solar Year Install,Property Attached YN,Property Condition,Property Sub Type,Senior Community YN,Sewer,Tax Annual Amount,Utilities,Water Source,Zoning,Construction Materials,Window Features,Cross Street,Other Parking,Association Amenities,Association Fee Frequency,Association Fee Includes,Zoning Description,Pool Features,Community Features,Fireplace Features,Door Features,Accessibility Features,RVParking Dimensions,Green Energy Generation,Power Production Type,Solar Ownership,Green Building Verification Type,Solar Finance Company
0,345000,4,0.14,2,0,2184,158,Sp Fork; Mapleton; Benjamin,Single-Family Home,1970,Utah,Sp Fork; Mapleton; Benjamin,Park,Diamond Fork,Spanish Fork,Nebo,Rambler/Ranch,Yes,0,No,Blt./Standing,2,"See Remarks
Deck; Covered
Double Pane Windows
Sliding Glass Doors",0.0,Yes,No,"Curb & Gutter
Fenced: Part
Road: Paved
Sidewalks
Sprinkler: Auto-Full
Terrain Flat
View: Mountain
Drip Irrigation: Auto-Part",0.0X0.0X0.0,0,0,4,Yes,Window Coverings,"Parking: Uncovered
Rv Parking",6,,No,Asphalt,No,"Curb & Gutter
Fenced: Part
Road: Paved
Sidewalks
Sprinkler: Auto-Full
Terrain
Flat
View: Mountain
Drip Irrigation: Auto-Part",Landscaping: Full,Mountain(S),Yes,No,1092,"Portable Dishwasher
Microwave
Refrigerator",Full,90,0,1,2184,Central Air,Yes,No,0,"Carpet
Linoleum",Forced Air,True,"Bar: Dry
Disposal
Range/Oven: Free Stdng.","Electric Dryer Hookup
Gas Dryer Hookup",2,Floor: 1st,12,0,No,0,Single Family,"See Remarks
Dryer
Freezer
Washer","Dishwasher: Portable
Microwave
Range
Refrigerator
Window Coverings",0,0,No,"Cash
Conventional
Fha
Va Loan",No,0,0,0,No,Blt./Standing,Single Family Residence,No,"Sewer: Connected
Sewer: Public",1256,"Natural Gas Connected
Electricity Connected
Sewer Connected
Sewer: Public
Water Connected","Culinary
Irrigation: Pressure",Single-Family,Brick,"Blinds
Drapes",700,,,,,Res,,,,,,,,,,,
0,474900,4,0.12,3,1,2841,167,Harvest Park,Single-Family Home,2006,Utah,Sp Fork; Mapleton; Benjamin,Maple Ridge,Mapleton Jr,Maple Mountain,Nebo,Stories: 2,Yes,0,No,Blt./Standing,2,"See Remarks
Basement Entrance
Double Pane Windows
Porch: Open
Walkout",0.0,Yes,No,"Curb & Gutter
Road: Paved
Sidewalks
Sprinkler: Auto-Full
View: Mountain",0.0X0.0X0.0,0,0,0,No,"Fireplace Insert
Window Coverings",,2,Porch: Open,No,Asphalt,No,"Curb & Gutter
Road: Paved
Sidewalks
Sprinkler: Auto-Full
Terrain
Flat
View: Mountain",Landscaping: Full,Mountain(S),Yes,No,1793,"Ceiling Fan
Microwave
Refrigerator
Water Softener Owned","Entrance
Full",100,0,1,2841,Central Air,Yes,Yes,1,"Carpet
Laminate
Tile","Forced Air
Gas: Central",True,"Bath: Master
Bath: Sep. Tub/Shower
Closet: Walk-In
Gas Log
Jetted Tub
Kitchen: Second
Mother-In-Law Apt.
Range/Oven: Free Stdng.
Vaulted Ceilings
Granite Countertops",Electric Dryer Hookup,0,Floor: 2nd,14,170,Yes,0,Single Family,"Dryer
Refrigerator
Washer","Ceiling Fan
Fireplace Insert
Microwave
Range
Refrigerator
Water Softener: Own
Window Coverings",0,0,No,"Cash
Conventional
Fha
Va Loan",No,0,0,0,No,Blt./Standing,Single Family Residence,No,"Sewer: Connected
Sewer: Public",1891,"Natural Gas Connected
Electricity Connected
Sewer Connected
Sewer: Public
Water Connected",Culinary,Single-Family,"Stone
Stucco",Blinds,1920,,"Other
Biking Trails
Picnic Area
Playground
Snow Removal
Water",Monthly,Water,Res,,,Insert,,,,,,,,
0,330000,4,0.38,2,0,3256,101,Cedar Valley; Cedar Ft; Fairfld,Single-Family Home,1971,Utah,Cedar Valley; Cedar Ft; Fairfld,Goshen,Mt. Nebo,Payson,Nebo,Rambler/Ranch,Yes,0,No,Blt./Standing,2,"Double Pane Windows
Patio: Covered
Porch: Open
Patio: Open",0.0,Yes,No,"Corner Lot
Fenced: Full
Road: Paved
View: Mountain",0.0X0.0X0.0,0,0,0,Yes,,Parking: Uncovered,2,"Covered
Porch: Open
Patio: Open",No,Asphalt,No,"Corner Lot
Fenced: Full
Road: Paved
Terrain
Flat
View: Mountain","Landscaping: Full
Mature Trees
Vegetable Garden",Mountain(S),Yes,No,1768,"Ceiling Fan
Refrigerator",Full,25,0,0,3256,Evaporative Cooling,Yes,Yes,1,"Carpet
Tile
Travertine",Electric,True,"Bath: Master
Bath: Sep. Tub/Shower
Closet: Walk-In
Disposal
French Doors
Jetted Tub
Kitchen: Updated
Range/Oven: Free Stdng.",Electric Dryer Hookup,3,,10,0,No,0,Single Family,,"Ceiling Fan
Range
Refrigerator",0,0,No,"Cash
Conventional
Fha
Va Loan
Usda Rural Development",No,0,0,0,No,Blt./Standing,Single Family Residence,No,Septic Tank,1790,"Electricity Connected
Sewer: Septic Tank
Water Connected",Culinary,Single-Family,"Frame
Stone
Stucco",Blinds,,,,,,R-1,,,,French Doors,,,,,,,
0,220000,0,0.26,0,0,,,Lake Cove,Vacant Land / Lots,,Utah,Am Fork; Hlnd; Lehi; Saratog.,Sage Hills,Vista Heights Middle School,Westlake,Alpine,,No,0,No,,0,See Remarks,0.0,No,Yes,"See Remarks
Curb & Gutter
Sidewalks
Terrain: Grad Slope
View: Lake
View: Mountain",0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,Terrain: Grad Slope,,,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,Residential,,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Residential,No,,1171,"Gas: Stubbed
Power: Stubbed
Sewer: Stubbed",,Single-Family,,,3600,,,,,R3,,,,,,,,,,,
0,300000,4,0.02,3,1,2164,139,Independence Avenue,Villa/Townhouse,2009,Utah,Orem; Provo; Sundance,Lakeview,Dixon,Provo,Provo,Townhouse; Row-Mid,No,1,Yes,Blt./Standing,1,"Bay Box Windows
Double Pane Windows
Lighting
Porch: Open
Sliding Glass Doors
Patio: Open",0.0,Yes,No,"Curb & Gutter
Road: Paved
Secluded
Sidewalks
Sprinkler: Auto-Full",0.0X0.0X0.0,0,0,1,Yes,Window Coverings,"Covered
Parking: Uncovered",2,"Porch: Open
Patio: Open",Yes,Asphalt,No,"Curb & Gutter
Road: Paved
Secluded Yard
Sidewalks
Sprinkler: Auto-Full
Terrain
Flat",Landscaping: Part,,No,No,1460,"Ceiling Fan
Microwave
Refrigerator","Daylight
Full",90,0,1,2164,Central Air,Yes,No,0,"Carpet
Linoleum
Tile","Forced Air
Gas: Central",True,"Bath: Master
Closet: Walk-In
Disposal
Range/Oven: Free Stdng.
Vaulted Ceilings",Electric Dryer Hookup,0,Floor: 2nd,13,200,Yes,0,Residential,,"Ceiling Fan
Microwave
Range
Refrigerator
Window Coverings",0,0,No,"Cash
Conventional
Fha
Va Loan",No,0,0,0,No,Blt./Standing,Townhouse,No,"Sewer: Connected
Sewer: Public",1618,"Natural Gas Connected
Electricity Connected
Sewer Connected
Sewer: Public
Water Connected",Culinary,,"Stone
Stucco",Blinds,1880,,"Other
Clubhouse
Fitness Center
Playground
Pool
Snow Removal
Trash
Water",Monthly,"Trash
Water",,"Fenced
Heated
In Ground",Clubhouse,,,,,,,,,
0,399900,3,0.05,2,1,2402,166,Sunset Hollow,Villa/Townhouse,2012,Utah,Am Fork; Hlnd; Lehi; Saratog.,North Point,Willowcreek,Lehi,Alpine,Townhouse; Row-Mid,Yes,0,No,Blt./Standing,2,"Sliding Glass Doors
Storm Doors",0.0,Yes,No,"Road: Paved
Sprinkler: Auto-Full",0.0X0.0X0.0,0,0,0,No,,,2,,Yes,Asphalt,No,"Road: Paved
Sprinkler: Auto-Full",Landscaping: Full,,No,No,1681,"Microwave
Range Hood
Refrigerator",Full,0,0,1,2402,Central Air,Yes,No,0,"Carpet
Laminate","Forced Air
Gas: Central",True,"Bath: Master
Closet: Walk-In
Dishwasher Built-In
Disposal
Range/Oven: Free Stdng.
Vaulted Ceilings",,0,,9,100,Yes,0,Residential,,"Microwave
Range
Range Hood
Refrigerator",0,0,No,"Cash
Conventional
Fha
Va Loan",No,0,0,0,No,Blt./Standing,Townhouse,No,"Sewer: Connected
Sewer: Public",1,"Natural Gas Connected
Electricity Connected
Sewer Connected
Sewer: Public
Water Connected",Culinary,Multi-Family,"Stone
Stucco",Blinds,2500,,"Biking Trails
Clubhouse
Fitness Center
Hiking Trails
Maintenance
Pets Permitted
Playground
Pool
Snow Removal",Monthly,Maintenance Grounds,,"Fenced
In Ground",Clubhouse,,,,,,,,,
0,355000,4,0.14,3,0,2480,143,Mountain View,Single-Family Home,2003,Utah,Am Fork; Hlnd; Lehi; Saratog.,Eagle Valley,Frontier,Cedar Valley,Alpine,Rambler/Ranch,Yes,0,No,Blt./Standing,2,"Double Pane Windows
Entry (Foyer)
Porch: Open
Sliding Glass Doors
Patio: Open",0.0,Yes,No,"Curb & Gutter
Fenced: Full
Road: Paved
Sidewalks
Sprinkler: Auto-Part
Terrain Flat
View: Mountain",0.0X0.0X0.0,0,0,3,No,"Storage Sheds
Window Coverings",Rv Parking,5,"Porch: Open
Patio: Open",No,Asphalt,No,"Curb & Gutter
Fenced: Full
Road: Paved
Sidewalks
Sprinkler: Auto-Part
Terrain
Flat
View: Mountain",Landscaping: Part,Mountain(S),Yes,No,1240,"Portable Dishwasher
Dryer
Microwave
Refrigerator
Washer",Full,25,0,0,2480,Central Air,Yes,No,0,"Carpet
Linoleum
Vinyl","Gas: Central
Gas: Stove",True,"Bath: Master
Closet: Walk-In
Oven: Gas
Range: Gas
Vaulted Ceilings",Electric Dryer Hookup,3,Floor: 1st,11,0,No,0,Single Family,"See Remarks
Alarm System
Window Coverings","See Remarks
Dishwasher: Portable
Dryer
Microwave
Range
Refrigerator
Storage Sheds
Washer
Window Coverings",0,0,No,"Cash
Conventional
Fha
Va Loan
Usda Rural Development",No,0,0,0,No,Blt./Standing,Single Family Residence,No,"Sewer: Connected
Sewer: Public",1683,"Natural Gas Connected
Electricity Connected
Sewer Connected
Sewer: Public
Water Connected",Culinary,Single-Family,"Asphalt
Brick","See Remarks
Blinds
Drapes",,,,,,Res,,,,,,,,,,,
0,369000,3,0.35,1,0,1499,246,Holiday Hills Pdg,Single-Family Home,1972,Utah,Provo; Mamth; Springville,Hobble Creek,Mapleton Jr,Maple Mountain,Nebo,Cabin,No,0,No,Blt./Standing,1,Porch: Open,0.0,Yes,No,"Fenced: Part
Sprinkler: Auto-Full
Terrain Flat
Terrain: Steep Slope
View: Mountain
Wooded",0.0X0.0X0.0,0,0,3,Yes,"Fireplace Equipment
Fireplace Insert
Wood Stove
Workbench",Parking: Uncovered,4,Porch: Open,No,Asphalt,No,"Fenced: Part
Sprinkler: Auto-Full
Terrain
Flat
Terrain: Steep Slope
View: Mountain
Wooded","Landscaping: Full
Pines",Mountain(S),Yes,No,1499,"Dryer
Refrigerator
Washer",Slab,0,0,0,1499,,No,Yes,2,"Carpet
Hardwood
Tile","See Remarks
Wood",True,"Dishwasher Built-In
Vaulted Ceilings",Electric Dryer Hookup,2,,9,100,Yes,0,Single Family,,"Dryer
Fireplace Equipment
Fireplace Insert
Range
Refrigerator
Washer
Wood Stove
Workbench",0,0,No,"Cash
Conventional
Fha
Va Loan",No,0,0,0,No,Blt./Standing,Single Family Residence,No,Septic Tank,1644,"Electricity Connected
Sewer: Septic Tank
Water Connected",Culinary,Single-Family,"Aluminum
Brick","Blinds
Part",,,,Monthly,,,,,"Fireplace Equipment
Insert",,,,,,,,
0,195000,0,1,0,0,,,"Plat N, Oakridge Sub",Vacant Land / Lots,,Utah,Payson; Elk Rg; Salem; Wdhil,Mt Loafer,Salem Jr,Salem Hills,Nebo,,No,0,No,,0,,0.0,No,No,"Cul-De-Sac
Terrain: Grad Slope
Terrain: Mountain
View: Lake
View: Mountain
View: Valley
Wooded
Horse Property",0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,"Terrain: Grad Slope
Terrain: Mountain",,"Valley
Trees/Woods",Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,Residential,,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Residential,No,Septic Tank,1544,"Natural Gas Available
Electricity Available
Sewer: Septic Tank",,Single-Family,,,,,,,,,,,,,,,,,,,
0,195000,0,1,0,0,,,"Plat N, Oakridge Sub",Vacant Land / Lots,,Utah,Payson; Elk Rg; Salem; Wdhil,Mt Loafer,Salem Jr,Salem Hills,Nebo,,No,0,No,,0,,0.0,No,No,"Cul-De-Sac
Terrain: Grad Slope
Terrain: Mountain
View: Lake
View: Mountain
View: Valley
Wooded
Horse Property",0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,"Terrain: Grad Slope
Terrain: Mountain",,"Valley
Trees/Woods",Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,Residential,,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Residential,No,Septic Tank,1544,"Natural Gas Available
Electricity Available
Sewer: Septic Tank",,Single-Family,,,,,,,,,,,,,,,,,,,
0,395000,4,0.2,2,1,2544,155,Sp Fork; Mapleton; Benjamin,Single-Family Home,2006,Utah,Sp Fork; Mapleton; Benjamin,River View,Spanish Fork Jr,Spanish Fork,Nebo,Stories: 2,Yes,0,No,Blt./Standing,2,"Double Pane Windows
Entry (Foyer)
Patio: Covered",0.0,Yes,No,"Corner Lot
Fenced: Full
Sidewalks
Sprinkler: Auto-Full",0.0X0.0X0.0,0,0,3,No,"Dog Run
Storage Sheds
Window Coverings",,5,Covered,No,Asphalt,No,"Corner Lot
Fenced: Full
Sidewalks
Sprinkler: Auto-Full",Landscaping: Full,,No,No,2544,"Ceiling Fan
Portable Dishwasher
Microwave
Refrigerator",None,0,0,1,2544,Central Air,Yes,No,0,"Carpet
Hardwood
Vinyl",Gas: Central,True,"Alarm: Fire
Bath: Master
Closet: Walk-In
Den/Office
Dishwasher Built-In
Disposal
French Doors
Great Room",Electric Dryer Hookup,0,,15,0,No,0,Single Family,,"Ceiling Fan
Dishwasher: Portable
Dog Run
Microwave
Range
Refrigerator
Storage Sheds
Window Coverings",0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Single Family Residence,No,Sewer: Connected,1959,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected",Culinary,,"Aluminum
Brick",Blinds,950,,,,,,,,,French Doors,,,,,,,
0,850000,4,0.09,0,0,3224,264,Provo; Mamth; Springville,Multi-Family,1937,Utah,Provo; Mamth; Springville,Provo Peaks,Centennial,Timpview,Provo,Up And Down,No,0,No,Blt./Standing,0,"Double Pane Windows
Out Buildings
Lighting
Patio: Covered
Porch: Open",0.0,No,No,"Curb & Gutter
Fenced: Full
Sprinkler: Auto-Full
View: Mountain",0.0X0.0X0.0,0,0,0,No,"Fireplace Insert
Storage Sheds
Window Coverings",,0,"Covered
Porch: Open",No,"Metal
Pitched",No,"Curb & Gutter
Fenced: Full
Sprinkler: Auto-Full
View: Mountain","Landscaping: Full
Mature Trees",Mountain(S),Yes,No,0,,,0,0,0,3224,,No,No,0,"Carpet
Laminate
Tile","Forced Air
Gas: Central",True,"Basement Apartment
Bath: Master
Den/Office
Disposal
Gas Log
Kitchen: Updated
Oven: Gas
Range: Gas
Range/Oven: Free Stdng.
Dishwasher: Built-In","Electric Dryer Hookup
Gas Dryer Hookup",0,,0,0,No,0,Residential,,"See Remarks
Ceiling Fan
Dryer
Fireplace Insert
Microwave
Range
Refrigerator
Satellite Equipment
Satellite Dish
Storage Sheds
Washer
Window Coverings",0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Quadruplex,No,"Sewer: Connected
Sewer: Public",2228,"Natural Gas Connected
Electricity Connected
Sewer Connected
Sewer: Public
Water Connected",Culinary,Commercial,"Brick
Concrete","Drapes
Shades",100,,,,,,,,Insert,,,,,,,,
0,248000,0,2,0,0,,,Payson; Elk Rg; Salem; Wdhil,Vacant Land / Lots,,Utah,Payson; Elk Rg; Salem; Wdhil,Salem,Salem Jr,Salem Hills,Nebo,,No,0,No,,0,,0.0,No,No,View: Mountain,0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,,,,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,Residential,,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Residential,No,"Sewer: Available
Sewer: Not Connected",2500,"Natural Gas Available
Gas: Not Connected
Electricity Available
Power: Not Connected
Sewer Available
Sewer: Not Connected",,Single-Family,,,400,,,,,Res,,,,,,,,,,,
0,1399000,6,0.92,4,1,6380,219,Sunrise Point,Single-Family Home,2002,Utah,Alpine,Westfield,Timberline,Lone Peak,Alpine,Stories: 2,Yes,0,No,Blt./Standing,3,"Balcony
Deck; Covered
Entry (Foyer)
Lighting
Patio: Covered
Walkout",0.0,Yes,No,"Corner Lot
Curb & Gutter
Fenced: Part
Road: Paved
Sidewalks
Sprinkler: Auto-Full
Terrain: Grad Slope
View: Mountain
View: Valley",0.0X0.0X0.0,0,0,0,No,Window Coverings,Rv Parking,3,Covered,No,Asphalt,No,"Corner Lot
Curb & Gutter
Fenced: Part
Road: Paved
Sidewalks
Sprinkler: Auto-Full
Terrain: Grad Slope
View: Mountain
View: Valley","Landscaping: Full
Mature Trees
Waterfall","Mountain(S)
Valley",Yes,No,4180,"Ceiling Fan
Trash Compactor
Microwave
Refrigerator
Water Softener Owned","Daylight
Entrance
Walk-Out Access",100,0,1,6380,Central Air,Yes,Yes,4,"Carpet
Hardwood
Tile","Forced Air
Gas: Central",True,"Alarm: Security
Bath: Sep. Tub/Shower
Closet: Walk-In
Den/Office
Disposal
Gas Log
Great Room
Oven: Double
Oven: Wall
Range: Countertop
Range: Gas
Vaulted Ceilings",,0,Floor: 2nd,25,0,No,0,Single Family,"Dryer
Freezer
Gas Grill/Bbq
Washer","Ceiling Fan
Compactor
Microwave
Refrigerator
Water Softener: Own
Window Coverings",0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Single Family Residence,No,Sewer: Connected,5034,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected",Culinary,Single-Family,Brick,Blinds,700,,,,,,,,,,"Accessible Doors
Accessible Hallway(S)
Accessible Electrical And Environmental Controls",,,,,,
0,215000,2,0.01,1,0,992,217,Silverstone Planned,Villa/Townhouse,1978,Utah,Pl Grove; Lindon; Orem,Central,Pleasant Grove,Pleasant Grove,Alpine,Stories: 2,No,0,No,Blt./Standing,0,,0.0,No,No,,0.0X0.0X0.0,0,0,2,No,Storage Sheds,,2,,No,Asphalt,No,,,,No,No,992,"Ceiling Fan
Portable Dishwasher
Dryer
Microwave
Refrigerator
Washer",None,0,0,0,992,Central Air,Yes,No,0,"Carpet
Laminate",Forced Air,True,Alarm: Fire,Electric Dryer Hookup,0,Floor: 2nd,7,0,No,0,Residential,Water Softener: Own,"Ceiling Fan
Dishwasher: Portable
Dryer
Microwave
Refrigerator
Storage Sheds
Washer",0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Townhouse,No,"Sewer: Available
Sewer: Connected",929,"Natural Gas Available
Natural Gas Connected
Electricity Available
Electricity Connected
Sewer Available
Sewer Connected
Water Available
Water Connected","Culinary
Irrigation
Secondary",,"Asphalt
Brick",Blinds,790,,,,,,,,,,,,,,,,
0,273500,2,0.05,2,1,1792,153,Cold Springs,Villa/Townhouse,2004,Utah,Am Fork; Hlnd; Lehi; Saratog.,Hidden Hollow,Frontier,Westlake,Alpine,Townhouse; Row-End,No,0,No,Blt./Standing,0,"Double Pane Windows
Sliding Glass Doors
Storm Doors
Patio: Open",0.0,Yes,No,"Curb & Gutter
Fenced: Full
Road: Paved
Sidewalks
Sprinkler: Auto-Full
View: Mountain",0.0X0.0X0.0,0,0,2,Yes,Window Coverings,Parking: Uncovered,2,Patio: Open,No,Asphalt,No,"Curb & Gutter
Fenced: Full
Road: Paved
Sidewalks
Sprinkler: Auto-Full
Terrain
Flat
View: Mountain",Landscaping: Full,Mountain(S),Yes,No,1196,"Ceiling Fan
Dryer
Microwave
Range Hood
Refrigerator
Washer",Full,0,0,1,1792,Central Air,Yes,No,0,"Carpet
Tile","Forced Air
Gas: Central",True,"Bath: Master
Disposal
Floor Drains
Kitchen: Updated
Oven: Gas
Range: Gas
Range/Oven: Free Stdng.
Granite Countertops","Electric Dryer Hookup
Gas Dryer Hookup",0,Floor: 2nd,9,85,Yes,0,Residential,"See Remarks
Dryer
Washer","See Remarks
Ceiling Fan
Dryer
Microwave
Range
Range Hood
Refrigerator
Washer
Window Coverings",0,0,No,"Cash
Conventional
Fha
Va Loan
Usda Rural Development",No,0,0,0,No,Blt./Standing,Townhouse,No,"Sewer: Connected
Sewer: Public",1358,"Natural Gas Connected
Electricity Connected
Sewer Connected
Sewer: Public
Water Connected",Culinary,Multi-Family,Stucco,"Blinds
Full",3400,,"Pet Rules
Pets Permitted
Picnic Area
Playground
Snow Removal
Trash",Monthly,Trash,R-3,,,,,,,,,,,
0,529900,4,0.14,3,1,3213,165,Broadview Shores,Single-Family Home,2016,Utah,Provo; Mamth; Springville,Lakeview,Dixon,Provo,Provo,Stories: 2,No,0,No,Blt./Standing,2,"Double Pane Windows
Entry (Foyer)
Lighting
Sliding Glass Doors",0.0,Yes,No,"Fenced: Full
Sidewalks
Sprinkler: Auto-Full
View: Mountain",0.0X0.0X0.0,0,0,0,No,"Storage Sheds
Swing Set
Window Coverings
Workbench",,2,,No,Asphalt,No,"Fenced: Full
Sidewalks
Sprinkler: Auto-Full
Terrain
Flat
View: Mountain",Landscaping: Full,Mountain(S),Yes,No,2085,"Microwave
Water Softener Owned",Full,100,0,1,3213,Central Air,Yes,No,0,"Carpet
Laminate
Tile","Electric
Forced Air
Gas: Central",True,"Bar: Wet
Bath: Master
Bath: Sep. Tub/Shower
Closet: Walk-In
Den/Office
Disposal
French Doors
Gas Log
Oven: Gas
Range: Gas
Range/Oven: Built-In
Granite Countertops","Electric Dryer Hookup
Gas Dryer Hookup",0,Floor: 2nd,14,30,Yes,0,Single Family,"Dryer
Refrigerator
Washer","Microwave
Range
Storage Sheds
Swing Set
Water Softener: Own
Window Coverings
Workbench",0,0,No,"Cash
Conventional
Fha
Va Loan",No,0,0,0,No,Blt./Standing,Single Family Residence,No,"Sewer: Connected
Sewer: Public",2508,"Natural Gas Connected
Electricity Connected
Sewer Connected
Sewer: Public
Water Connected",Culinary,Single-Family,"Stone
Stucco","Blinds
Drapes",3250,,,Monthly,,,,,,French Doors,,,,,,,
0,424900,5,0.18,3,0,2623,162,Absalom Court,Single-Family Home,2000,Utah,Sp Fork; Mapleton; Benjamin,East Meadows,Spanish Fork Jr,Spanish Fork,Nebo,Rambler/Ranch,No,0,No,Blt./Standing,2,"Attic Fan
Lighting
Sliding Glass Doors
Triple Pane Windows
Patio: Open",0.0,Yes,No,"Curb & Gutter
Fenced: Full
Sidewalks
Sprinkler: Auto-Full
Terrain Flat
View: Mountain",0.0X0.0X0.0,0,0,0,No,"Storage Sheds
Window Coverings",,2,Patio: Open,No,Asphalt,No,"Curb & Gutter
Fenced: Full
Sidewalks
Sprinkler: Auto-Full
Terrain
Flat
View: Mountain",Landscaping: Full,Mountain(S),Yes,No,1307,"Ceiling Fan
Microwave
Refrigerator
Water Softener Owned",Full,100,0,0,2623,Central Air,Yes,Yes,1,Carpet,"Forced Air
Gas: Central",True,"Bath: Master
Closet: Walk-In
Dishwasher Built-In
Disposal
Gas Log
Jetted Tub
Range/Oven: Free Stdng.
Vaulted Ceilings",Electric Dryer Hookup,3,Floor: 1st,14,0,No,0,Single Family,"Dryer
Freezer
Washer
Trampoline","Ceiling Fan
Microwave
Range
Refrigerator
Storage Sheds
Water Softener: Own
Window Coverings",0,0,No,"Cash
Conventional
Fha
Va Loan",No,0,0,0,No,Blt./Standing,Single Family Residence,No,"Sewer: Connected
Sewer: Public",2019,"Natural Gas Connected
Electricity Connected
Sewer Connected
Sewer: Public
Water Connected","Culinary
Irrigation: Pressure",Single-Family,"Stone
Stucco","Blinds
Full",1370,,,,,Res,,,,,,,,,,,
0,345900,4,0.1,2,0,2489,139,The Ranches,Single-Family Home,1999,Utah,Am Fork; Hlnd; Lehi; Saratog.,Hidden Hollow,Frontier,Cedar Valley High School,Alpine,Stories: 2,Yes,0,No,Blt./Standing,2,Skylights,0.0,Yes,No,"Curb & Gutter
Sidewalks
Sprinkler: Auto-Full
View: Mountain",0.0X0.0X0.0,0,0,0,No,Window Coverings,,2,,No,Asphalt,No,"Curb & Gutter
Sidewalks
Sprinkler: Auto-Full
Terrain
Flat
View: Mountain","Landscaping: Full
Mature Trees",Mountain(S),Yes,No,1493,"Ceiling Fan
Range Hood",Full,0,0,0,2489,Central Air,Yes,No,0,"Carpet
Laminate
Linoleum","Forced Air
Gas: Central",True,"Bath: Master
Disposal
Jetted Tub
Range/Oven: Built-In",,2,Floor: 1st,9,0,No,0,Single Family,"Dryer
Tv Antenna
Washer
Window Coverings","Ceiling Fan
Range Hood
Window Coverings",0,0,No,"Cash
Conventional
Fha
Va Loan
Usda Rural Development",No,0,0,0,No,Blt./Standing,Single Family Residence,No,Sewer: Connected,1226,"Natural Gas Connected
Electricity Available
Sewer Connected
Water Connected",,Single-Family,"Aluminum
Asphalt",Drapes,,,,,,,,,,,,,,,,,
